20
20
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,
2,2,2,2,2,2,2,2,2,2,0,0,89,90,91,0,0,0,0,0,
89,90,91,0,11,11,11,11,11,11,11,0,97,98,99,0,0,0,0,0,
97,98,99,0,0,0,0,0,0,11,11,11,105,106,107,0,0,0,0,0,
105,106,107,0,0,0,0,0,11,11,0,11,11,11,11,0,0,0,0,0,
0,0,0,0,0,0,0,11,11,0,0,0,0,0,11,0,0,0,0,0,
0,0,0,0,0,0,0,11,0,0,89,90,91,0,11,0,0,0,0,0,
0,0,0,0,0,11,0,11,0,0,97,98,99,0,11,0,0,0,0,0,
0,0,0,0,11,11,0,11,11,0,105,106,107,0,11,0,0,0,0,0,
0,0,0,0,11,0,0,0,11,11,11,0,0,0,11,0,11,11,11,0,
0,0,0,0,11,0,0,0,0,0,11,11,11,0,11,11,11,0,11,0,
0,0,0,0,11,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,
0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,
0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,
89,89,90,91,11,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,
97,97,98,99,11,0,0,0,0,11,11,11,11,11,11,0,0,0,0,0,
105,105,106,107,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,
0,0,89,90,91,0,0,0,0,0,0,0,0,0,0,0,0,89,90,91,
0,0,97,98,99,0,0,0,0,0,0,0,0,0,0,0,0,97,98,99,
0,0,105,106,107,0,0,0,0,0,0,0,0,0,0,0,0,105,106,107
